DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Armenia,2015,26.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Armenia,2017,26.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Armenia,2018,26.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Austria,2013,30.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Austria,2014,30.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Austria,2015,31.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Austria,2016,31.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Austria,2017,31.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Austria,2018,31.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Austria,2019,32.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Austria,2023,32.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Azerbaijan,2014,24.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Azerbaijan,2017,23.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Azerbaijan,2018,23.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Azerbaijan,2019,24.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belgium,2017,31.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belgium,2020,32.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belgium,2021,32.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belgium,2022,32.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belgium,2023,32.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2013,26.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2014,26.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2015,27.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2016,27.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2017,27.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2018,27.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2019,27.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2020,28.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2021,28.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2022,28.6,b,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2023,28.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Bulgaria,2024,29.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belarus,2013,24.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belarus,2014,24.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belarus,2015,24.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belarus,2016,24.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belarus,2017,24.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Belarus,2018,25.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2013,30.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2014,30.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2015,30.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2016,30.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2017,30.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2018,30.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2019,30.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2020,30.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2021,30.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2022,31.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2023,31.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Switzerland,2024,31.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2013,28.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2014,28.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2015,28.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2016,29.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2017,29.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2018,29.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2019,29.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2020,29.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2021,29.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2022,30.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2023,30.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Czechia,2024,30.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Germany,2013,30.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Germany,2014,30.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Germany,2015,30.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Germany,2016,31.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Germany,2017,31.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Germany including former GDR,2013,30.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Germany including former GDR,2014,30.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Germany including former GDR,2015,30.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Germany including former GDR,2016,31.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Germany including former GDR,2017,31.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Denmark,2013,31.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Denmark,2014,31.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Denmark,2015,31.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Denmark,2016,32.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Denmark,2017,32.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Denmark,2018,32.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Denmark,2019,32.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Denmark,2020,33.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Denmark,2021,33.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2013,28.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2014,29.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2015,29.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2016,29.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2017,29.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2018,29.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2020,30.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2021,30.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2022,31.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2023,30.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Estonia,2024,30.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2013,29.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2014,29.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2015,30.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2016,30.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2017,30.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2018,30.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2019,30.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2020,30.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2021,30.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2022,31.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Greece,2023,31.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2013,32.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2014,32.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2015,32.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2016,33.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2017,33.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2018,33.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2019,33.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2020,34.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2021,34.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2022,34.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2023,34.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Spain,2024,35.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2013,30.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2014,30.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2015,31.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2016,31.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2017,31.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2018,31.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2019,31.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2020,32.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2021,32.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2022,32.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2023,32.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Finland,2024,32.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,France,2013,31.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,France,2014,32.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,France,2015,32.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,France,2016,32.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,France,2017,32.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,France,2018,33.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,France,2020,33.5,p,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,France,2021,33.8,p,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,France,2022,34.3,p,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Georgia,2014,28.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Georgia,2015,28.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Georgia,2016,28.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Georgia,2017,27.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Georgia,2018,27.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Georgia,2019,27.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Georgia,2020,27.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Georgia,2021,28.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Georgia,2022,29.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Georgia,2023,29.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2013,27.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2014,27.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2015,27.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2016,28.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2017,28.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2018,28.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2019,28.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2020,28.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2021,28.8,b,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2022,28.9,b,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2023,29.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Croatia,2024,29.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2013,29.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2014,29.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2015,29.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2016,29.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2017,29.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2018,29.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2019,29.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2020,29.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2021,29.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2022,29.8,b,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2023,30.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Hungary,2024,29.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Ireland,2013,31.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Ireland,2014,30.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Ireland,2015,32.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Ireland,2016,31.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2013,31.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2014,31.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2016,31.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2017,32.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2018,32.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2019,32.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2020,33.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2021,33.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2022,33.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2023,33.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Italy,2024,34.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2013,27.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2014,27.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2015,27.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2016,27.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2017,27.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2018,28.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2019,28.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2020,28.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2021,28.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2022,28.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Lithuania,2024,29.3,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2013,29.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2014,30.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2015,32.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2016,31.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2017,31.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2019,32.1,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2020,32.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2021,32.4,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2022,32.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2023,33.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Luxembourg,2024,32.7,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2013,27.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2014,28.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2015,28.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2016,28.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2017,28.9,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2018,29.2,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2019,29.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2020,29.8,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2021,30.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2022,30.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2023,30.5,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Latvia,2024,30.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Moldova,2014,24.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Moldova,2015,24.7,e,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Moldova,2023,25.1,ep,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Montenegro,2013,28.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Montenegro,2014,28.6,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Montenegro,2015,28.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Montenegro,2016,28.0,,
ESTAT:DEMO_NIND(1.0),09/04/26 23:00:00,Annual,Mean age at first marriage - females,Montenegro,2017,28.2,,
