DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2017,7.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2018,6.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2019,5.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2020,7.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2021,6.6,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2022,5.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2023,5.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Latvia,2024,5.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Montenegro,2013,18.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Montenegro,2014,18.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Montenegro,2015,17.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Montenegro,2016,17.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Montenegro,2017,17.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Montenegro,2018,15.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Montenegro,2019,15.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Montenegro,2020,18.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2013,29.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2014,28.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2015,25.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2016,22.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2017,21.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2018,19.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2019,18.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2020,15.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2021,13.7,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2022,12.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2023,11.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,North Macedonia,2024,11.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2013,6.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2014,5.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2015,5.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2016,5.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2017,4.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2018,3.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2019,4.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2020,5.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2021,3.6,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2022,3.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2023,3.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Malta,2024,3.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2013,7.3,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2014,7.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2015,7.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2016,6.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2017,5.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2018,4.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2019,3.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2020,4.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2021,4.5,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2022,3.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2023,3.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Netherlands,2024,3.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2013,3.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2014,3.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2015,4.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2016,3.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2017,3.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2018,3.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2019,3.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2020,4.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2021,4.2,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2022,3.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2023,3.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Norway,2024,3.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2013,11.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2014,9.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2015,7.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2016,6.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2017,4.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2018,3.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2019,3.5,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2020,3.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2021,3.4,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2022,2.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2023,2.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Poland,2024,3.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2013,16.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2014,14.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2015,12.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2016,11.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2017,9.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2018,7.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2019,7.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2020,7.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2021,7.0,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2022,6.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2023,6.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Portugal,2024,6.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2013,6.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2014,6.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2015,5.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2016,5.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2017,4.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2018,3.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2019,3.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2020,4.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2021,5.1,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2022,5.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2023,5.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Romania,2024,5.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2013,23.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2014,20.5,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2015,18.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2016,16.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2017,14.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2018,13.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2019,11.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2020,9.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2021,12.2,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2022,10.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2023,9.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Serbia,2024,8.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2013,7.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2014,7.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2015,7.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2016,6.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2017,6.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2018,6.2,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2019,7.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2020,8.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2021,9.2,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2022,7.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2023,7.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Sweden,2024,8.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2013,10.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2014,10.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2015,10.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2016,8.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2017,7.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2018,5.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2019,5.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2020,5.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2021,5.3,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2022,4.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2023,3.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovenia,2024,4.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2013,14.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2014,13.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2015,12.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2016,10.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2017,8.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2018,7.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2019,6.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2020,7.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2021,7.0,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2022,6.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2023,5.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Slovakia,2024,5.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2013,10.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2014,11.9,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2015,12.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2016,13.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2017,13.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2018,13.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2019,16.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2020,14.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2021,14.7,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2022,13.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2023,12.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,Türkiye,2024,11.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,United Kingdom,2013,7.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,United Kingdom,2014,5.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,United Kingdom,2015,5.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,United Kingdom,2016,4.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,United Kingdom,2017,4.2,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,United Kingdom,2018,4.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Females,From 15 to 74 years,Total,United Kingdom,2019,3.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2013,5.4,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2014,5.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2015,6.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2016,6.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2017,5.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2018,5.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2019,4.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2020,5.5,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2021,6.3,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2022,4.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2023,5.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Austria,2024,5.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Bosnia and Herzegovina,2021,14.4,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Bosnia and Herzegovina,2022,12.6,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Bosnia and Herzegovina,2023,10.9,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Bosnia and Herzegovina,2024,10.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2013,8.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2014,9.0,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2015,9.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2016,8.1,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2017,7.1,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2018,6.3,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2019,5.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2020,5.7,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2021,6.6,b,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2022,5.8,,
ESTAT:LFSA_URGAN(1.0),17/04/26 11:00:00,Annual,Percentage,Males,From 15 to 74 years,Total,Belgium,2023,6.0,,
