DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Poland,2024,167.5,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2013,100.36,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2014,98.98,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2016,100.50,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2017,101.72,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2018,102.50,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2019,102.78,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2020,105.02,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2021,105.89,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2022,120.09,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2023,132.07,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Portugal,2024,135.19,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2013,105.19,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2014,103.57,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2016,97.64,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2017,100.23,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2018,104.37,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2019,110.41,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2020,115.76,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2021,119.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2022,138.81,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2023,159.01,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Romania,2024,163.23,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2013,97.9,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2014,97.9,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2015,100.0,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2016,100.0,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2017,103.8,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2018,105.7,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2019,108.7,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2020,112.4,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2021,117.7,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2022,140.8,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2023,167.9,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Serbia,2024,172.7,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2013,97.59,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2014,97.95,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2016,101.35,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2017,103.42,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2018,106.21,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2019,109.38,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2020,111.56,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2021,111.93,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2022,124.99,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2023,141.30,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Sweden,2024,142.82,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2013,99.67,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2014,99.60,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2016,100.56,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2017,102.89,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2018,105.79,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2019,107.72,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2020,111.27,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2021,111.09,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2022,125.03,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2023,140.34,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovenia,2024,141.48,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2013,101.11,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2014,100.40,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2016,97.10,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2017,101.19,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2018,105.49,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2019,110.08,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2020,113.14,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2021,115.28,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2022,137.50,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2023,161.62,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Slovakia,2024,165.65,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2013,79.27,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2014,89.64,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2015,100.00,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2016,105.08,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2017,118.15,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2018,139.61,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2019,167.42,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2020,190.62,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2021,237.77,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2022,441.61,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2023,733.23,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Türkiye,2024,1152.20,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,United Kingdom,2013,103.1,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,United Kingdom,2014,102.8,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,United Kingdom,2015,100.0,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,United Kingdom,2016,97.6,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,United Kingdom,2017,100.0,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,United Kingdom,2018,101.8,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,United Kingdom,2019,102.9,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Kosovo*,2016,99.41,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Kosovo*,2017,100.81,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Kosovo*,2018,102.63,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Kosovo*,2019,108.78,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Kosovo*,2020,110.51,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Kosovo*,2021,113.42,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Kosovo*,2022,133.74,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Kosovo*,2023,145.32,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Food,Kosovo*,2024,147.41,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Albania,2016,100.46,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Albania,2017,100.54,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Albania,2018,100.39,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Albania,2019,100.43,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Albania,2020,102.21,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Albania,2021,105.32,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Albania,2022,121.84,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Albania,2023,127.73,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Albania,2024,129.41,d,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2013,96.35,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2014,98.42,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2016,101.22,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2017,102.82,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2018,104.66,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2019,106.48,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2020,108.03,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2021,109.11,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2022,120.96,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2023,136.15,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Austria,2024,139.53,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2013,99.28,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2014,99.32,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2016,101.24,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2017,102.25,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2018,104.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2019,105.22,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2020,106.43,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2021,106.98,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2022,118.68,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2023,135.63,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Belgium,2024,137.78,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2013,101.08,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2014,99.63,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2016,99.87,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2017,101.24,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2018,106.15,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2019,115.40,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2020,119.43,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2021,128.49,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2022,160.65,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2023,177.29,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Bulgaria,2024,180.75,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2013,99.78,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2014,99.85,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2016,100.01,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2017,99.80,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2018,100.56,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2019,100.62,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2020,99.81,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2021,98.95,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2022,101.66,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2023,108.80,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Switzerland,2024,109.13,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2013,100.25,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2014,99.84,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2016,99.53,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2017,98.77,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2018,99.47,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2019,99.41,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2020,100.23,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2021,100.91,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2022,111.76,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2023,118.41,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Cyprus,2024,121.12,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2013,100.0,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2014,100.3,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2015,100.0,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2016,100.0,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2017,105.0,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2018,105.3,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2019,109.0,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2020,111.5,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2021,113.7,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2022,138.4,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2023,157.2,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Czechia,2024,151.4,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2013,97.2,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2014,98.5,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2015,100.0,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2016,100.6,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2017,101.0,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2018,102.6,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2019,105.1,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2020,106.1,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2021,109.6,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2022,124.3,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2023,144.9,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Germany,2024,147.7,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2013,100.6,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2014,99.4,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2015,100.0,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2016,100.8,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2017,102.2,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2018,101.7,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2019,104.6,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2020,105.8,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2021,106.9,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2022,120.2,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2023,133.5,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,Denmark,2024,132.8,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2013,99.37,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014,99.56,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,100.00,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,100.23,,
ESTAT:PRC_HICP_AIND(1.0),06/02/26 23:00:00,Annual,Annual average index,Bread and cereals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,100.45,,
