country,year,birth_rate,mean_age_first_marriage,hpi_index,hicp_index,gdp_growth,unemp_rate,hpi_growth,hicp_growth,hpi_growth_lag1,hicp_growth_lag1,gdp_growth_lag1,unemp_rate_lag1
Austria,2014,9.6,32.25,94.68,99.4,0.8,5.633333333333333,0.0,0.2218189151038441,0.0,-0.02016129032257341,0.8,5.633333333333333
Austria,2014,9.6,32.25,94.68,98.42,0.8,5.633333333333333,0.0,-0.9859154929577452,0.0,0.2218189151038441,0.8,5.633333333333333
Austria,2014,9.6,32.25,94.68,97.85,0.8,5.633333333333333,0.0,-0.5791505791505891,0.0,-0.9859154929577452,0.8,5.633333333333333
Austria,2014,9.6,32.25,94.68,1.5,0.8,5.633333333333333,0.0,-98.46704138988247,0.0,-0.5791505791505891,0.8,5.633333333333333
Austria,2014,9.6,32.25,94.68,1.8,0.8,5.633333333333333,0.0,19.999999999999996,0.0,-98.46704138988247,0.8,5.633333333333333
Austria,2014,9.6,32.25,94.68,2.0,0.8,5.633333333333333,0.0,11.111111111111116,0.0,19.999999999999996,0.8,5.633333333333333
Austria,2014,9.6,32.25,94.68,2.1,0.8,5.633333333333333,0.0,5.000000000000004,0.0,11.111111111111116,0.8,5.633333333333333
Austria,2014,9.6,32.25,94.68,-0.6,0.8,5.633333333333333,0.0,-128.57142857142856,0.0,5.000000000000004,0.8,5.633333333333333
Austria,2015,9.8,32.55,100.0,100.0,1.3,5.7,5.61892691170256,-16766.666666666668,0.0,-128.57142857142856,0.8,5.633333333333333
Austria,2015,9.8,32.55,100.0,100.0,1.3,5.7,0.0,0.0,5.61892691170256,-16766.666666666668,1.3,5.7
Austria,2015,9.8,32.55,100.0,100.0,1.3,5.7,0.0,0.0,0.0,0.0,1.3,5.7
Austria,2015,9.8,32.55,100.0,100.0,1.3,5.7,0.0,0.0,0.0,0.0,1.3,5.7
Austria,2015,9.8,32.55,100.0,100.0,1.3,5.7,0.0,0.0,0.0,0.0,1.3,5.7
Austria,2015,9.8,32.55,100.0,0.8,1.3,5.7,0.0,-99.2,0.0,0.0,1.3,5.7
Austria,2015,9.8,32.55,100.0,0.8,1.3,5.7,0.0,0.0,0.0,-99.2,1.3,5.7
Austria,2015,9.8,32.55,100.0,0.6,1.3,5.7,0.0,-25.00000000000001,0.0,0.0,1.3,5.7
Austria,2015,9.8,32.55,100.0,1.6,1.3,5.7,0.0,166.66666666666669,0.0,-25.00000000000001,1.3,5.7
Austria,2015,9.8,32.55,100.0,2.2,1.3,5.7,0.0,37.5,0.0,166.66666666666669,1.3,5.7
Austria,2016,10.0,32.65,106.71,100.97,2.1,6.033333333333334,6.709999999999994,4489.545454545454,0.0,37.5,1.3,5.7
Austria,2016,10.0,32.65,106.71,100.7,2.1,6.033333333333334,0.0,-0.26740616024560904,6.709999999999994,4489.545454545454,2.1,6.033333333333334
Austria,2016,10.0,32.65,106.71,100.64,2.1,6.033333333333334,0.0,-0.0595829195630615,0.0,-0.26740616024560904,2.1,6.033333333333334
Austria,2016,10.0,32.65,106.71,101.22,2.1,6.033333333333334,0.0,0.5763116057233786,0.0,-0.0595829195630615,2.1,6.033333333333334
Austria,2016,10.0,32.65,106.71,95.15,2.1,6.033333333333334,0.0,-5.996838569452667,0.0,0.5763116057233786,2.1,6.033333333333334
Austria,2016,10.0,32.65,106.71,1.0,2.1,6.033333333333334,0.0,-98.94902785076195,0.0,-5.996838569452667,2.1,6.033333333333334
Austria,2016,10.0,32.65,106.71,0.7,2.1,6.033333333333334,0.0,-30.000000000000004,0.0,-98.94902785076195,2.1,6.033333333333334
Austria,2016,10.0,32.65,106.71,0.6,2.1,6.033333333333334,0.0,-14.28571428571428,0.0,-30.000000000000004,2.1,6.033333333333334
Austria,2016,10.0,32.65,106.71,1.2,2.1,6.033333333333334,0.0,100.0,0.0,-14.28571428571428,2.1,6.033333333333334
Austria,2016,10.0,32.65,106.71,-4.8,2.1,6.033333333333334,0.0,-500.0,0.0,100.0,2.1,6.033333333333334
Austria,2017,10.0,32.85,112.14,103.22,2.3,5.466666666666666,5.088557773404556,-2250.4166666666665,0.0,-500.0,2.1,6.033333333333334
Austria,2017,10.0,32.85,112.14,103.04,2.3,5.466666666666666,0.0,-0.17438480914551135,5.088557773404556,-2250.4166666666665,2.3,5.466666666666666
Austria,2017,10.0,32.85,112.14,102.96,2.3,5.466666666666666,0.0,-0.07763975155280489,0.0,-0.17438480914551135,2.3,5.466666666666666
Austria,2017,10.0,32.85,112.14,102.82,2.3,5.466666666666666,0.0,-0.13597513597514155,0.0,-0.07763975155280489,2.3,5.466666666666666
Austria,2017,10.0,32.85,112.14,97.04,2.3,5.466666666666666,0.0,-5.621474421318795,0.0,-0.13597513597514155,2.3,5.466666666666666
Austria,2017,10.0,32.85,112.14,2.2,2.3,5.466666666666666,0.0,-97.73289365210222,0.0,-5.621474421318795,2.3,5.466666666666666
Austria,2017,10.0,32.85,112.14,2.3,2.3,5.466666666666666,0.0,4.545454545454519,0.0,-97.73289365210222,2.3,5.466666666666666
Austria,2017,10.0,32.85,112.14,2.3,2.3,5.466666666666666,0.0,0.0,0.0,4.545454545454519,2.3,5.466666666666666
Austria,2017,10.0,32.85,112.14,1.6,2.3,5.466666666666666,0.0,-30.43478260869564,0.0,0.0,2.3,5.466666666666666
Austria,2017,10.0,32.85,112.14,2.0,2.3,5.466666666666666,0.0,25.0,0.0,-30.43478260869564,2.3,5.466666666666666
Austria,2018,9.7,33.0,118.83,105.41,2.5,4.866666666666667,5.965757089352586,5170.5,0.0,25.0,2.3,5.466666666666666
Austria,2018,9.7,33.0,118.83,104.59,2.5,4.866666666666667,0.0,-0.7779148088416621,5.965757089352586,5170.5,2.5,4.866666666666667
Austria,2018,9.7,33.0,118.83,104.48,2.5,4.866666666666667,0.0,-0.10517257864040008,0.0,-0.7779148088416621,2.5,4.866666666666667
Austria,2018,9.7,33.0,118.83,104.66,2.5,4.866666666666667,0.0,0.17228177641652742,0.0,-0.10517257864040008,2.5,4.866666666666667
Austria,2018,9.7,33.0,118.83,97.81,2.5,4.866666666666667,0.0,-6.54500286642461,0.0,0.17228177641652742,2.5,4.866666666666667
Austria,2018,9.7,33.0,118.83,2.1,2.5,4.866666666666667,0.0,-97.85298026786627,0.0,-6.54500286642461,2.5,4.866666666666667
Austria,2018,9.7,33.0,118.83,1.5,2.5,4.866666666666667,0.0,-28.57142857142857,0.0,-97.85298026786627,2.5,4.866666666666667
Austria,2018,9.7,33.0,118.83,1.5,2.5,4.866666666666667,0.0,0.0,0.0,-28.57142857142857,2.5,4.866666666666667
Austria,2018,9.7,33.0,118.83,1.8,2.5,4.866666666666667,0.0,19.999999999999996,0.0,0.0,2.5,4.866666666666667
Austria,2018,9.7,33.0,118.83,0.8,2.5,4.866666666666667,0.0,-55.55555555555556,0.0,19.999999999999996,2.5,4.866666666666667
Austria,2019,9.6,33.35,125.97,106.98,1.8,4.5,6.008583690987135,13272.5,0.0,-55.55555555555556,2.5,4.866666666666667
Austria,2019,9.6,33.35,125.97,105.74,1.8,4.5,0.0,-1.1590951579734665,6.008583690987135,13272.5,1.8,4.5
Austria,2019,9.6,33.35,125.97,105.79,1.8,4.5,0.0,0.047285795347096204,0.0,-1.1590951579734665,1.8,4.5
Austria,2019,9.6,33.35,125.97,106.48,1.8,4.5,0.0,0.6522355610171005,0.0,0.047285795347096204,1.8,4.5
Austria,2019,9.6,33.35,125.97,100.29,1.8,4.5,0.0,-5.8132982719759525,0.0,0.6522355610171005,1.8,4.5
Austria,2019,9.6,33.35,125.97,1.5,1.8,4.5,0.0,-98.50433742147771,0.0,-5.8132982719759525,1.8,4.5
Austria,2019,9.6,33.35,125.97,1.1,1.8,4.5,0.0,-26.66666666666666,0.0,-98.50433742147771,1.8,4.5
Austria,2019,9.6,33.35,125.97,1.3,1.8,4.5,0.0,18.181818181818166,0.0,-26.66666666666666,1.8,4.5
Austria,2019,9.6,33.35,125.97,1.7,1.8,4.5,0.0,30.76923076923077,0.0,18.181818181818166,1.8,4.5
Austria,2019,9.6,33.35,125.97,2.5,1.8,4.5,0.0,47.058823529411775,0.0,30.76923076923077,1.8,4.5
Austria,2023,8.5,34.0,163.68,130.4,-0.8,5.1000000000000005,29.935698975946657,5116.0,0.0,47.058823529411775,1.8,4.5
Austria,2023,8.5,34.0,163.68,133.92,-0.8,5.1000000000000005,0.0,2.699386503067469,29.935698975946657,5116.0,-0.8,5.1000000000000005
Austria,2023,8.5,34.0,163.68,133.71,-0.8,5.1000000000000005,0.0,-0.15681003584228081,0.0,2.699386503067469,-0.8,5.1000000000000005
Austria,2023,8.5,34.0,163.68,136.15,-0.8,5.1000000000000005,0.0,1.8248448134021267,0.0,-0.15681003584228081,-0.8,5.1000000000000005
Austria,2023,8.5,34.0,163.68,127.05,-0.8,5.1000000000000005,0.0,-6.683804627249367,0.0,1.8248448134021267,-0.8,5.1000000000000005
Austria,2023,8.5,34.0,163.68,7.7,-0.8,5.1000000000000005,0.0,-93.93939393939394,0.0,-6.683804627249367,-0.8,5.1000000000000005
Austria,2023,8.5,34.0,163.68,11.0,-0.8,5.1000000000000005,0.0,42.85714285714286,0.0,-93.93939393939394,-0.8,5.1000000000000005
Austria,2023,8.5,34.0,163.68,10.8,-0.8,5.1000000000000005,0.0,-1.8181818181818077,0.0,42.85714285714286,-0.8,5.1000000000000005
Austria,2023,8.5,34.0,163.68,12.6,-0.8,5.1000000000000005,0.0,16.66666666666665,0.0,-1.8181818181818077,-0.8,5.1000000000000005
Austria,2023,8.5,34.0,163.68,17.1,-0.8,5.1000000000000005,0.0,35.71428571428572,0.0,16.66666666666665,-0.8,5.1000000000000005
Belgium,2017,10.5,32.35,105.95,102.67,1.5,7.099999999999999,0.0,-0.145886014394081,0.0,-1.1631260213400108,1.5,7.099999999999999
Belgium,2017,10.5,32.35,105.95,102.25,1.5,7.099999999999999,0.0,-0.40907762734976316,0.0,-0.145886014394081,1.5,7.099999999999999
Belgium,2017,10.5,32.35,105.95,102.94,1.5,7.099999999999999,0.0,0.6748166259168631,0.0,-0.40907762734976316,1.5,7.099999999999999
Belgium,2017,10.5,32.35,105.95,2.2,1.5,7.099999999999999,0.0,-97.86283271808821,0.0,0.6748166259168631,1.5,7.099999999999999
Belgium,2017,10.5,32.35,105.95,0.8,1.5,7.099999999999999,0.0,-63.63636363636363,0.0,-97.86283271808821,1.5,7.099999999999999
Belgium,2017,10.5,32.35,105.95,0.7,1.5,7.099999999999999,0.0,-12.50000000000001,0.0,-63.63636363636363,1.5,7.099999999999999
Belgium,2017,10.5,32.35,105.95,1.0,1.5,7.099999999999999,0.0,42.85714285714286,0.0,-12.50000000000001,1.5,7.099999999999999
Belgium,2017,10.5,32.35,105.95,-0.2,1.5,7.099999999999999,0.0,-120.0,0.0,42.85714285714286,1.5,7.099999999999999
Belgium,2020,9.9,33.15,118.09,108.23,-4.8,5.566666666666666,11.458235016517214,-54215.0,0.0,-120.0,1.5,7.099999999999999
Belgium,2020,9.9,33.15,118.09,108.4,-4.8,5.566666666666666,0.0,0.15707290030491095,11.458235016517214,-54215.0,-4.8,5.566666666666666
Belgium,2020,9.9,33.15,118.09,108.36,-4.8,5.566666666666666,0.0,-0.03690036900370064,0.0,0.15707290030491095,-4.8,5.566666666666666
Belgium,2020,9.9,33.15,118.09,106.43,-4.8,5.566666666666666,0.0,-1.781100036913985,0.0,-0.03690036900370064,-4.8,5.566666666666666
Belgium,2020,9.9,33.15,118.09,105.86,-4.8,5.566666666666666,0.0,-0.5355632810297939,0.0,-1.781100036913985,-4.8,5.566666666666666
Belgium,2020,9.9,33.15,118.09,0.4,-4.8,5.566666666666666,0.0,-99.62214245229548,0.0,-0.5355632810297939,-4.8,5.566666666666666
Belgium,2020,9.9,33.15,118.09,2.7,-4.8,5.566666666666666,0.0,575.0,0.0,-99.62214245229548,-4.8,5.566666666666666
Belgium,2020,9.9,33.15,118.09,2.8,-4.8,5.566666666666666,0.0,3.703703703703698,0.0,575.0,-4.8,5.566666666666666
Belgium,2020,9.9,33.15,118.09,1.1,-4.8,5.566666666666666,0.0,-60.71428571428571,0.0,3.703703703703698,-4.8,5.566666666666666
Belgium,2020,9.9,33.15,118.09,1.9,-4.8,5.566666666666666,0.0,72.7272727272727,0.0,-60.71428571428571,-4.8,5.566666666666666
Belgium,2021,10.2,33.35,125.96,111.71,6.3,6.266666666666667,6.6644085019899935,5779.473684210527,0.0,72.7272727272727,-4.8,5.566666666666666
Belgium,2021,10.2,33.35,125.96,107.9,6.3,6.266666666666667,0.0,-3.4106167755796113,6.6644085019899935,5779.473684210527,6.3,6.266666666666667
Belgium,2021,10.2,33.35,125.96,107.89,6.3,6.266666666666667,0.0,-0.00926784059314123,0.0,-3.4106167755796113,6.3,6.266666666666667
Belgium,2021,10.2,33.35,125.96,106.98,6.3,6.266666666666667,0.0,-0.8434516637315759,0.0,-0.00926784059314123,6.3,6.266666666666667
Belgium,2021,10.2,33.35,125.96,106.81,6.3,6.266666666666667,0.0,-0.1589082071415282,0.0,-0.8434516637315759,6.3,6.266666666666667
Belgium,2021,10.2,33.35,125.96,3.2,6.3,6.266666666666667,0.0,-97.00402584027714,0.0,-0.1589082071415282,6.3,6.266666666666667
Belgium,2021,10.2,33.35,125.96,-0.5,6.3,6.266666666666667,0.0,-115.625,0.0,-97.00402584027714,6.3,6.266666666666667
Belgium,2021,10.2,33.35,125.96,-0.4,6.3,6.266666666666667,0.0,-19.999999999999996,0.0,-115.625,6.3,6.266666666666667
Belgium,2021,10.2,33.35,125.96,0.5,6.3,6.266666666666667,0.0,-225.0,0.0,-19.999999999999996,6.3,6.266666666666667
Belgium,2021,10.2,33.35,125.96,0.9,6.3,6.266666666666667,0.0,80.0,0.0,-225.0,6.3,6.266666666666667
Belgium,2022,9.8,33.85,132.93,123.26,4.0,5.566666666666666,5.533502699269621,13595.555555555555,0.0,80.0,6.3,6.266666666666667
Belgium,2022,9.8,33.85,132.93,117.62,4.0,5.566666666666666,0.0,-4.575693655687163,5.533502699269621,13595.555555555555,4.0,5.566666666666666
Belgium,2022,9.8,33.85,132.93,117.74,4.0,5.566666666666666,0.0,0.10202346539702756,0.0,-4.575693655687163,4.0,5.566666666666666
Belgium,2022,9.8,33.85,132.93,118.68,4.0,5.566666666666666,0.0,0.7983692882622906,0.0,0.10202346539702756,4.0,5.566666666666666
Belgium,2022,9.8,33.85,132.93,115.53,4.0,5.566666666666666,0.0,-2.654196157735089,0.0,0.7983692882622906,4.0,5.566666666666666
Belgium,2022,9.8,33.85,132.93,10.3,4.0,5.566666666666666,0.0,-91.08456677919156,0.0,-2.654196157735089,4.0,5.566666666666666
Belgium,2022,9.8,33.85,132.93,9.0,4.0,5.566666666666666,0.0,-12.621359223300976,0.0,-91.08456677919156,4.0,5.566666666666666
Belgium,2022,9.8,33.85,132.93,9.1,4.0,5.566666666666666,0.0,1.1111111111111072,0.0,-12.621359223300976,4.0,5.566666666666666
Belgium,2022,9.8,33.85,132.93,10.9,4.0,5.566666666666666,0.0,19.7802197802198,0.0,1.1111111111111072,4.0,5.566666666666666
Belgium,2022,9.8,33.85,132.93,8.2,4.0,5.566666666666666,0.0,-24.770642201834868,0.0,19.7802197802198,4.0,5.566666666666666
Belgium,2023,9.4,34.05,136.05,126.07,1.7,5.533333333333334,2.3470999774317436,1437.439024390244,0.0,-24.770642201834868,4.0,5.566666666666666
Belgium,2023,9.4,34.05,136.05,133.85,1.7,5.533333333333334,0.0,6.1711747441897336,2.3470999774317436,1437.439024390244,1.7,5.533333333333334
Belgium,2023,9.4,34.05,136.05,134.37,1.7,5.533333333333334,0.0,0.38849458348899635,0.0,6.1711747441897336,1.7,5.533333333333334
Belgium,2023,9.4,34.05,136.05,135.63,1.7,5.533333333333334,0.0,0.9377093101138545,0.0,0.38849458348899635,1.7,5.533333333333334
Belgium,2023,9.4,34.05,136.05,136.54,1.7,5.533333333333334,0.0,0.6709430067094235,0.0,0.9377093101138545,1.7,5.533333333333334
Belgium,2023,9.4,34.05,136.05,2.3,1.7,5.533333333333334,0.0,-98.31551193789366,0.0,0.6709430067094235,1.7,5.533333333333334
Belgium,2023,9.4,34.05,136.05,13.8,1.7,5.533333333333334,0.0,500.0000000000001,0.0,-98.31551193789366,1.7,5.533333333333334
Belgium,2023,9.4,34.05,136.05,14.1,1.7,5.533333333333334,0.0,2.1739130434782483,0.0,500.0000000000001,1.7,5.533333333333334
Belgium,2023,9.4,34.05,136.05,14.3,1.7,5.533333333333334,0.0,1.4184397163120588,0.0,2.1739130434782483,1.7,5.533333333333334
Belgium,2023,9.4,34.05,136.05,18.2,1.7,5.533333333333334,0.0,27.27272727272727,0.0,1.4184397163120588,1.7,5.533333333333334
Bulgaria,2014,9.6,28.6,97.29,99.67,0.9,11.366666666666667,0.0,0.23129525341916146,0.0,-1.6224772457459458,0.9,11.366666666666667
Bulgaria,2014,9.6,28.6,97.29,99.63,0.9,11.366666666666667,0.0,-0.04013243704225067,0.0,0.23129525341916146,0.9,11.366666666666667
Bulgaria,2014,9.6,28.6,97.29,98.57,0.9,11.366666666666667,0.0,-1.0639365652915789,0.0,-0.04013243704225067,0.9,11.366666666666667
Bulgaria,2014,9.6,28.6,97.29,-1.6,0.9,11.366666666666667,0.0,-101.62321193060768,0.0,-1.0639365652915789,0.9,11.366666666666667
Bulgaria,2014,9.6,28.6,97.29,-1.0,0.9,11.366666666666667,0.0,-37.5,0.0,-101.62321193060768,0.9,11.366666666666667
Bulgaria,2014,9.6,28.6,97.29,-1.4,0.9,11.366666666666667,0.0,39.99999999999999,0.0,-37.5,0.9,11.366666666666667
Bulgaria,2014,9.6,28.6,97.29,-1.4,0.9,11.366666666666667,0.0,0.0,0.0,39.99999999999999,0.9,11.366666666666667
Bulgaria,2014,9.6,28.6,97.29,3.8,0.9,11.366666666666667,0.0,-371.42857142857144,0.0,0.0,0.9,11.366666666666667
Bulgaria,2015,9.4,28.7,100.0,100.0,3.4,9.133333333333333,2.7854866892794705,2531.5789473684213,0.0,-371.42857142857144,0.9,11.366666666666667
Bulgaria,2015,9.4,28.7,100.0,100.0,3.4,9.133333333333333,0.0,0.0,2.7854866892794705,2531.5789473684213,3.4,9.133333333333333
Bulgaria,2015,9.4,28.7,100.0,100.0,3.4,9.133333333333333,0.0,0.0,0.0,0.0,3.4,9.133333333333333
Bulgaria,2015,9.4,28.7,100.0,100.0,3.4,9.133333333333333,0.0,0.0,0.0,0.0,3.4,9.133333333333333
Bulgaria,2015,9.4,28.7,100.0,100.0,3.4,9.133333333333333,0.0,0.0,0.0,0.0,3.4,9.133333333333333
Bulgaria,2015,9.4,28.7,100.0,-1.1,3.4,9.133333333333333,0.0,-101.1,0.0,0.0,3.4,9.133333333333333
Bulgaria,2015,9.4,28.7,100.0,0.6,3.4,9.133333333333333,0.0,-154.54545454545453,0.0,-101.1,3.4,9.133333333333333
Bulgaria,2015,9.4,28.7,100.0,0.3,3.4,9.133333333333333,0.0,-50.0,0.0,-154.54545454545453,3.4,9.133333333333333
Bulgaria,2015,9.4,28.7,100.0,0.4,3.4,9.133333333333333,0.0,33.33333333333335,0.0,-50.0,3.4,9.133333333333333
Bulgaria,2015,9.4,28.7,100.0,1.4,3.4,9.133333333333333,0.0,249.99999999999994,0.0,33.33333333333335,3.4,9.133333333333333
Bulgaria,2016,9.4,28.8,107.02,98.68,3.0,7.566666666666666,7.020000000000004,6948.571428571429,0.0,249.99999999999994,3.4,9.133333333333333
Bulgaria,2016,9.4,28.8,107.02,100.05,3.0,7.566666666666666,0.0,1.3883259019051408,7.020000000000004,6948.571428571429,3.0,7.566666666666666
Bulgaria,2016,9.4,28.8,107.02,99.82,3.0,7.566666666666666,0.0,-0.22988505747126853,0.0,1.3883259019051408,3.0,7.566666666666666
Bulgaria,2016,9.4,28.8,107.02,99.87,3.0,7.566666666666666,0.0,0.05009016229213792,0.0,-0.22988505747126853,3.0,7.566666666666666
Bulgaria,2016,9.4,28.8,107.02,97.08,3.0,7.566666666666666,0.0,-2.7936317212376105,0.0,0.05009016229213792,3.0,7.566666666666666
Bulgaria,2016,9.4,28.8,107.02,-1.3,3.0,7.566666666666666,0.0,-101.33910177173465,0.0,-2.7936317212376105,3.0,7.566666666666666
Bulgaria,2016,9.4,28.8,107.02,0.0,3.0,7.566666666666666,0.0,-100.0,0.0,-101.33910177173465,3.0,7.566666666666666
Bulgaria,2016,9.4,28.8,107.02,-0.2,3.0,7.566666666666666,0.0,-inf,0.0,-100.0,3.0,7.566666666666666
Bulgaria,2016,9.4,28.8,107.02,-0.1,3.0,7.566666666666666,0.0,-50.0,0.0,-inf,3.0,7.566666666666666
Bulgaria,2016,9.4,28.8,107.02,-2.9,3.0,7.566666666666666,0.0,2799.9999999999995,0.0,-50.0,3.0,7.566666666666666
Bulgaria,2017,9.4,28.950000000000003,116.3,99.85,2.7,6.2,8.671276396935145,-3543.103448275862,0.0,2799.9999999999995,3.0,7.566666666666666
Bulgaria,2017,9.4,28.950000000000003,116.3,103.62,2.7,6.2,0.0,3.775663495242876,8.671276396935145,-3543.103448275862,2.7,6.2
Bulgaria,2017,9.4,28.950000000000003,116.3,103.52,2.7,6.2,0.0,-0.09650646593322154,0.0,3.775663495242876,2.7,6.2
Bulgaria,2017,9.4,28.950000000000003,116.3,101.24,2.7,6.2,0.0,-2.202472952086554,0.0,-0.09650646593322154,2.7,6.2
Bulgaria,2017,9.4,28.950000000000003,116.3,96.07,2.7,6.2,0.0,-5.106677202686683,0.0,-2.202472952086554,2.7,6.2
Bulgaria,2017,9.4,28.950000000000003,116.3,1.2,2.7,6.2,0.0,-98.75091079421256,0.0,-5.106677202686683,2.7,6.2
Bulgaria,2017,9.4,28.950000000000003,116.3,3.6,2.7,6.2,0.0,200.0,0.0,-98.75091079421256,2.7,6.2
Bulgaria,2017,9.4,28.950000000000003,116.3,3.7,2.7,6.2,0.0,2.77777777777779,0.0,200.0,2.7,6.2
Bulgaria,2017,9.4,28.950000000000003,116.3,1.4,2.7,6.2,0.0,-62.16216216216217,0.0,2.77777777777779,2.7,6.2
Bulgaria,2017,9.4,28.950000000000003,116.3,-1.0,2.7,6.2,0.0,-171.42857142857144,0.0,-62.16216216216217,2.7,6.2
Bulgaria,2018,9.3,29.15,123.96,102.48,2.3,5.2,6.586414445399824,-10348.0,0.0,-171.42857142857144,2.7,6.2
Bulgaria,2018,9.3,29.15,123.96,105.48,2.3,5.2,0.0,2.927400468384067,6.586414445399824,-10348.0,2.3,5.2
Bulgaria,2018,9.3,29.15,123.96,105.49,2.3,5.2,0.0,0.009480470231304494,0.0,2.927400468384067,2.3,5.2
Bulgaria,2018,9.3,29.15,123.96,106.15,2.3,5.2,0.0,0.6256517205422307,0.0,0.009480470231304494,2.3,5.2
Bulgaria,2018,9.3,29.15,123.96,96.63,2.3,5.2,0.0,-8.96844088553934,0.0,0.6256517205422307,2.3,5.2
Bulgaria,2018,9.3,29.15,123.96,2.6,2.3,5.2,0.0,-97.30932422643072,0.0,-8.96844088553934,2.3,5.2
Bulgaria,2018,9.3,29.15,123.96,1.8,2.3,5.2,0.0,-30.76923076923077,0.0,-97.30932422643072,2.3,5.2
Bulgaria,2018,9.3,29.15,123.96,1.9,2.3,5.2,0.0,5.555555555555558,0.0,-30.76923076923077,2.3,5.2
Bulgaria,2018,9.3,29.15,123.96,4.9,2.3,5.2,0.0,157.89473684210532,0.0,5.555555555555558,2.3,5.2
Bulgaria,2018,9.3,29.15,123.96,0.6,2.3,5.2,0.0,-87.75510204081633,0.0,157.89473684210532,2.3,5.2
Bulgaria,2019,9.3,29.4,131.42,104.99,3.8,4.166666666666667,6.018070345272664,17398.333333333332,0.0,-87.75510204081633,2.3,5.2
Bulgaria,2019,9.3,29.4,131.42,110.66,3.8,4.166666666666667,0.0,5.400514334698547,6.018070345272664,17398.333333333332,3.8,4.166666666666667
Bulgaria,2019,9.3,29.4,131.42,111.1,3.8,4.166666666666667,0.0,0.3976143141153132,0.0,5.400514334698547,3.8,4.166666666666667
Bulgaria,2019,9.3,29.4,131.42,115.4,3.8,4.166666666666667,0.0,3.870387038703882,0.0,0.3976143141153132,3.8,4.166666666666667
Bulgaria,2019,9.3,29.4,131.42,100.18,3.8,4.166666666666667,0.0,-13.18890814558059,0.0,3.870387038703882,3.8,4.166666666666667
Bulgaria,2019,9.3,29.4,131.42,2.5,3.8,4.166666666666667,0.0,-97.50449191455381,0.0,-13.18890814558059,3.8,4.166666666666667
Bulgaria,2019,9.3,29.4,131.42,4.9,3.8,4.166666666666667,0.0,96.00000000000001,0.0,-97.50449191455381,3.8,4.166666666666667
Bulgaria,2019,9.3,29.4,131.42,5.3,3.8,4.166666666666667,0.0,8.163265306122437,0.0,96.00000000000001,3.8,4.166666666666667
Bulgaria,2019,9.3,29.4,131.42,8.7,3.8,4.166666666666667,0.0,64.1509433962264,0.0,8.163265306122437,3.8,4.166666666666667
Bulgaria,2019,9.3,29.4,131.42,3.7,3.8,4.166666666666667,0.0,-57.47126436781609,0.0,64.1509433962264,3.8,4.166666666666667
Bulgaria,2020,9.0,29.65,137.41,106.27,-3.1,5.033333333333334,4.557905950388075,2772.162162162162,0.0,-57.47126436781609,3.8,4.166666666666667
Bulgaria,2020,9.0,29.65,137.41,116.26,-3.1,5.033333333333334,0.0,9.400583419591623,4.557905950388075,2772.162162162162,-3.1,5.033333333333334
Bulgaria,2020,9.0,29.65,137.41,117.14,-3.1,5.033333333333334,0.0,0.7569241355582346,0.0,9.400583419591623,-3.1,5.033333333333334
Bulgaria,2020,9.0,29.65,137.41,119.43,-3.1,5.033333333333334,0.0,1.9549257298958622,0.0,0.7569241355582346,-3.1,5.033333333333334
Bulgaria,2020,9.0,29.65,137.41,111.02,-3.1,5.033333333333334,0.0,-7.041781796868463,0.0,1.9549257298958622,-3.1,5.033333333333334
Bulgaria,2020,9.0,29.65,137.41,1.2,-3.1,5.033333333333334,0.0,-98.91911367321204,0.0,-7.041781796868463,-3.1,5.033333333333334
Bulgaria,2020,9.0,29.65,137.41,5.1,-3.1,5.033333333333334,0.0,325.0,0.0,-98.91911367321204,-3.1,5.033333333333334
Bulgaria,2020,9.0,29.65,137.41,5.4,-3.1,5.033333333333334,0.0,5.882352941176494,0.0,325.0,-3.1,5.033333333333334
Bulgaria,2020,9.0,29.65,137.41,3.5,-3.1,5.033333333333334,0.0,-35.18518518518518,0.0,5.882352941176494,-3.1,5.033333333333334
Bulgaria,2020,9.0,29.65,137.41,10.8,-3.1,5.033333333333334,0.0,208.57142857142858,0.0,-35.18518518518518,-3.1,5.033333333333334
Bulgaria,2021,9.0,29.85,149.33,109.3,7.8,5.166666666666667,8.674768939669608,912.0370370370371,0.0,208.57142857142858,-3.1,5.033333333333334
Bulgaria,2021,9.0,29.85,149.33,119.41,7.8,5.166666666666667,0.0,9.249771271729191,8.674768939669608,912.0370370370371,7.8,5.166666666666667
Bulgaria,2021,9.0,29.85,149.33,120.53,7.8,5.166666666666667,0.0,0.9379448957373748,0.0,9.249771271729191,7.8,5.166666666666667
Bulgaria,2021,9.0,29.85,149.33,128.49,7.8,5.166666666666667,0.0,6.604164938189672,0.0,0.9379448957373748,7.8,5.166666666666667
Bulgaria,2021,9.0,29.85,149.33,116.89,7.8,5.166666666666667,0.0,-9.027939917503314,0.0,6.604164938189672,7.8,5.166666666666667
Bulgaria,2021,9.0,29.85,149.33,2.8,7.8,5.166666666666667,0.0,-97.60458550774233,0.0,-9.027939917503314,7.8,5.166666666666667
Bulgaria,2021,9.0,29.85,149.33,2.7,7.8,5.166666666666667,0.0,-3.5714285714285587,0.0,-97.60458550774233,7.8,5.166666666666667
